VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, TEXCOORD0.x, TEXCOORD0.y
3464, 781,  0.02458,  0.03279,  0.26261,  0.52979,  0.82129,  0.21191,  0.00, -0.66406,  0.55713, -0.49902,  1.00, -0.2749,  0.59717
3465, 783,  0.02308,  0.03272,  0.25341,  0.80762,  0.51807, -0.28174,  0.00, -0.51025,  0.37476, -0.77393,  1.00, -0.25195,  0.57471
3466, 780,  0.01322,  0.0316,  0.23889,  0.07788,  0.9707, -0.22717,  0.00, -0.56152, -0.14551, -0.81445,  1.00, -0.19409,  0.57373
3467, 779,  0.01853,  0.03564,  0.25504,  0.03084,  0.99902,  0.02931,  0.00, -0.66699,  0.04242, -0.74365,  1.00, -0.24561,  0.58984
3468, 779,  0.01853,  0.03564,  0.25504,  0.03084,  0.99902,  0.02931,  0.00, -0.66699,  0.04242, -0.74365,  1.00, -0.24561,  0.58984
3469, 781,  0.02458,  0.03279,  0.26261,  0.52979,  0.82129,  0.21191,  0.00, -0.66406,  0.55713, -0.49902,  1.00, -0.2749,  0.59717
3470, 783,  0.02308,  0.03272,  0.25341,  0.80762,  0.51807, -0.28174,  0.00, -0.51025,  0.37476, -0.77393,  1.00, -0.25195,  0.57471
3471, 781,  0.02458,  0.03279,  0.26261,  0.52979,  0.82129,  0.21191,  0.00, -0.66406,  0.55713, -0.49902,  1.00, -0.2749,  0.59717
3472, 782,  0.0259,  0.02896,  0.26174,  0.92236, -0.33618, -0.1897,  0.00,  0.13037,  0.73389, -0.6665,  1.00, -0.28442,  0.58789
3473, 783,  0.02308,  0.03272,  0.25341,  0.80762,  0.51807, -0.28174,  0.00, -0.51025,  0.37476, -0.77393,  1.00, -0.25195,  0.57471
3474, 780,  0.01322,  0.0316,  0.23889,  0.07788,  0.9707, -0.22717,  0.00, -0.56152, -0.14551, -0.81445,  1.00, -0.19409,  0.57373
3475, 783,  0.02308,  0.03272,  0.25341,  0.80762,  0.51807, -0.28174,  0.00, -0.51025,  0.37476, -0.77393,  1.00, -0.25195,  0.57471
3476, 784,  0.01906,  0.02851,  0.23317,  0.90088,  0.35571, -0.24939,  0.00, -0.3186,  0.15051, -0.93604,  1.00, -0.19128,  0.54443
3477, 783,  0.02308,  0.03272,  0.25341,  0.80762,  0.51807, -0.28174,  0.00, -0.51025,  0.37476, -0.77393,  1.00, -0.25195,  0.57471
3478, 782,  0.0259,  0.02896,  0.26174,  0.92236, -0.33618, -0.1897,  0.00,  0.13037,  0.73389, -0.6665,  1.00, -0.28442,  0.58789
3479, 785,  0.02172,  0.02598,  0.25057,  0.85205, -0.51563, -0.0929,  0.00,  0.06879,  0.28589, -0.95557,  1.00, -0.25146,  0.55176
3480, 785,  0.02172,  0.02598,  0.25057,  0.85205, -0.51563, -0.0929,  0.00,  0.06879,  0.28589, -0.95557,  1.00, -0.25146,  0.55176
3481, 784,  0.01906,  0.02851,  0.23317,  0.90088,  0.35571, -0.24939,  0.00, -0.3186,  0.15051, -0.93604,  1.00, -0.19128,  0.54443
3482, 783,  0.02308,  0.03272,  0.25341,  0.80762,  0.51807, -0.28174,  0.00, -0.51025,  0.37476, -0.77393,  1.00, -0.25195,  0.57471
3483, 784,  0.01906,  0.02851,  0.23317,  0.90088,  0.35571, -0.24939,  0.00, -0.3186,  0.15051, -0.93604,  1.00, -0.19128,  0.54443
3484, 785,  0.02172,  0.02598,  0.25057,  0.85205, -0.51563, -0.0929,  0.00,  0.06879,  0.28589, -0.95557,  1.00, -0.25146,  0.55176
3485, 786,  0.0185,  0.02155,  0.23448,  0.89258, -0.44751, -0.05551,  0.00,  0.02979,  0.1814, -0.98291,  1.00, -0.20178,  0.52344
3486, 787,  0.02284,  0.02843,  0.27576, -0.20544, -0.42896, -0.87988,  0.00, -0.61719, -0.64063,  0.45654,  1.00, -0.0154,  0.61084
3487, 788,  0.03886,  0.02044,  0.28708,  0.62646, -0.19263, -0.75537,  0.00, -0.64355, -0.6748, -0.36157,  1.00, -0.04758,  0.53809
3488, 789,  0.03456,  0.01538,  0.28847, -0.04175, -0.72217, -0.69043,  0.00, -0.90039, -0.27271,  0.3396,  1.00, -0.02463,  0.5293
3489, 788,  0.03886,  0.02044,  0.28708,  0.62646, -0.19263, -0.75537,  0.00, -0.64355, -0.6748, -0.36157,  1.00, -0.04758,  0.53809
3490, 787,  0.02284,  0.02843,  0.27576, -0.20544, -0.42896, -0.87988,  0.00, -0.61719, -0.64063,  0.45654,  1.00, -0.0154,  0.61084
3491, 790,  0.0286,  0.03319,  0.27564,  0.51123,  0.18945, -0.83838,  0.00, -0.42041, -0.79541, -0.43628,  1.00, -0.03952,  0.60449
3492, 790,  0.0286,  0.03319,  0.27564,  0.51123,  0.18945, -0.83838,  0.00, -0.42041, -0.79541, -0.43628,  1.00, -0.03952,  0.60449
3493, 791,  0.03735,  0.02715,  0.29027,  0.78223,  0.62256,  0.01563,  0.00,  0.19653, -0.22302, -0.95459,  1.00, -0.07043,  0.55371
3494, 788,  0.03886,  0.02044,  0.28708,  0.62646, -0.19263, -0.75537,  0.00, -0.64355, -0.6748, -0.36157,  1.00, -0.04758,  0.53809
3495, 790,  0.0286,  0.03319,  0.27564,  0.51123,  0.18945, -0.83838,  0.00, -0.42041, -0.79541, -0.43628,  1.00, -0.03952,  0.60449
3496, 787,  0.02284,  0.02843,  0.27576, -0.20544, -0.42896, -0.87988,  0.00, -0.61719, -0.64063,  0.45654,  1.00, -0.0154,  0.61084
3497, 792,  0.01799,  0.03423,  0.27708, -0.71094, -0.10687, -0.69482,  0.00, -0.03302, -0.98242,  0.18481,  1.00, -0.02731,  0.64014
3498, 790,  0.0286,  0.03319,  0.27564,  0.51123,  0.18945, -0.83838,  0.00, -0.42041, -0.79541, -0.43628,  1.00, -0.03952,  0.60449
3499, 793,  0.02819,  0.03776,  0.28274,  0.65576,  0.74268,  0.13501,  0.00,  0.20715, -0.00512, -0.97852,  1.00, -0.06836,  0.60938
3500, 791,  0.03735,  0.02715,  0.29027,  0.78223,  0.62256,  0.01563,  0.00,  0.19653, -0.22302, -0.95459,  1.00, -0.07043,  0.55371
3501, 794,  0.03221,  0.02701,  0.29433, -0.06915,  0.59082,  0.80371,  0.00,  0.69678,  0.60498, -0.38525,  1.00, -0.09222,  0.56201
3502, 791,  0.03735,  0.02715,  0.29027,  0.78223,  0.62256,  0.01563,  0.00,  0.19653, -0.22302, -0.95459,  1.00, -0.07043,  0.55371
3503, 793,  0.02819,  0.03776,  0.28274,  0.65576,  0.74268,  0.13501,  0.00,  0.20715, -0.00512, -0.97852,  1.00, -0.06836,  0.60938
3504, 790,  0.0286,  0.03319,  0.27564,  0.51123,  0.18945, -0.83838,  0.00, -0.42041, -0.79541, -0.43628,  1.00, -0.03952,  0.60449
3505, 792,  0.01799,  0.03423,  0.27708, -0.71094, -0.10687, -0.69482,  0.00, -0.03302, -0.98242,  0.18481,  1.00, -0.02731,  0.64014
3506, 795,  0.02293,  0.03949,  0.27707,  0.10718,  0.67578, -0.729,  0.00, -0.18274, -0.70752, -0.68262,  1.00, -0.04877,  0.62842
3507, 790,  0.0286,  0.03319,  0.27564,  0.51123,  0.18945, -0.83838,  0.00, -0.42041, -0.79541, -0.43628,  1.00, -0.03952,  0.60449
3508, 795,  0.02293,  0.03949,  0.27707,  0.10718,  0.67578, -0.729,  0.00, -0.18274, -0.70752, -0.68262,  1.00, -0.04877,  0.62842
3509, 793,  0.02819,  0.03776,  0.28274,  0.65576,  0.74268,  0.13501,  0.00,  0.20715, -0.00512, -0.97852,  1.00, -0.06836,  0.60938
3510, 795,  0.02293,  0.03949,  0.27707,  0.10718,  0.67578, -0.729,  0.00, -0.18274, -0.70752, -0.68262,  1.00, -0.04877,  0.62842
3511, 792,  0.01799,  0.03423,  0.27708, -0.71094, -0.10687, -0.69482,  0.00, -0.03302, -0.98242,  0.18481,  1.00, -0.02731,  0.64014
3512, 796,  0.01449,  0.03864,  0.28164, -0.875,  0.15405, -0.45898,  0.00,  0.17908, -0.77783, -0.60254,  1.00, -0.04889,  0.66016
3513, 796,  0.01449,  0.03864,  0.28164, -0.875,  0.15405, -0.45898,  0.00,  0.17908, -0.77783, -0.60254,  1.00, -0.04889,  0.66016
3514, 797,  0.01876,  0.04332,  0.28466, -0.01665,  0.98926, -0.14624,  0.00, -0.07678, -0.14709, -0.98633,  1.00, -0.0705,  0.646
3515, 795,  0.02293,  0.03949,  0.27707,  0.10718,  0.67578, -0.729,  0.00, -0.18274, -0.70752, -0.68262,  1.00, -0.04877,  0.62842
3516, 795,  0.02293,  0.03949,  0.27707,  0.10718,  0.67578, -0.729,  0.00, -0.18274, -0.70752, -0.68262,  1.00, -0.04877,  0.62842
3517, 797,  0.01876,  0.04332,  0.28466, -0.01665,  0.98926, -0.14624,  0.00, -0.07678, -0.14709, -0.98633,  1.00, -0.0705,  0.646
3518, 793,  0.02819,  0.03776,  0.28274,  0.65576,  0.74268,  0.13501,  0.00,  0.20715, -0.00512, -0.97852,  1.00, -0.06836,  0.60938
3519, 796,  0.01449,  0.03864,  0.28164, -0.875,  0.15405, -0.45898,  0.00,  0.17908, -0.77783, -0.60254,  1.00, -0.04889,  0.66016
3520, 798,  0.01209,  0.04204,  0.29567, -0.47852,  0.26685,  0.83643,  0.00,  0.31763,  0.94092, -0.11841,  1.00, -0.09906,  0.67676
3521, 797,  0.01876,  0.04332,  0.28466, -0.01665,  0.98926, -0.14624,  0.00, -0.07678, -0.14709, -0.98633,  1.00, -0.0705,  0.646
3522, 799,  0.02276,  0.03262,  0.28766, -0.32373,  0.09216,  0.94189,  0.00,  0.44189,  0.89502,  0.06427,  1.00, -0.10144,  0.61084
3523, 794,  0.03221,  0.02701,  0.29433, -0.06915,  0.59082,  0.80371,  0.00,  0.69678,  0.60498, -0.38525,  1.00, -0.09222,  0.56201
3524, 793,  0.02819,  0.03776,  0.28274,  0.65576,  0.74268,  0.13501,  0.00,  0.20715, -0.00512, -0.97852,  1.00, -0.06836,  0.60938
3525, 799,  0.02276,  0.03262,  0.28766, -0.32373,  0.09216,  0.94189,  0.00,  0.44189,  0.89502,  0.06427,  1.00, -0.10144,  0.61084
3526, 800,  0.02795,  0.01888,  0.29488, -0.8374, -0.27563,  0.47217,  0.00,  0.16992,  0.68994,  0.70361,  1.00, -0.12201,  0.55176
3527, 794,  0.03221,  0.02701,  0.29433, -0.06915,  0.59082,  0.80371,  0.00,  0.69678,  0.60498, -0.38525,  1.00, -0.09222,  0.56201
3528, 797,  0.01876,  0.04332,  0.28466, -0.01665,  0.98926, -0.14624,  0.00, -0.07678, -0.14709, -0.98633,  1.00, -0.0705,  0.646
3529, 801,  0.02091,  0.04128,  0.28727,  0.58789,  0.53955,  0.60254,  0.00,  0.27197,  0.56982, -0.77539,  1.00, -0.0824,  0.6377
3530, 793,  0.02819,  0.03776,  0.28274,  0.65576,  0.74268,  0.13501,  0.00,  0.20715, -0.00512, -0.97852,  1.00, -0.06836,  0.60938
3531, 797,  0.01876,  0.04332,  0.28466, -0.01665,  0.98926, -0.14624,  0.00, -0.07678, -0.14709, -0.98633,  1.00, -0.0705,  0.646
3532, 798,  0.01209,  0.04204,  0.29567, -0.47852,  0.26685,  0.83643,  0.00,  0.31763,  0.94092, -0.11841,  1.00, -0.09906,  0.67676
3533, 801,  0.02091,  0.04128,  0.28727,  0.58789,  0.53955,  0.60254,  0.00,  0.27197,  0.56982, -0.77539,  1.00, -0.0824,  0.6377
3534, 801,  0.02091,  0.04128,  0.28727,  0.58789,  0.53955,  0.60254,  0.00,  0.27197,  0.56982, -0.77539,  1.00, -0.0824,  0.6377
3535, 799,  0.02276,  0.03262,  0.28766, -0.32373,  0.09216,  0.94189,  0.00,  0.44189,  0.89502,  0.06427,  1.00, -0.10144,  0.61084
3536, 793,  0.02819,  0.03776,  0.28274,  0.65576,  0.74268,  0.13501,  0.00,  0.20715, -0.00512, -0.97852,  1.00, -0.06836,  0.60938
3537, 798,  0.01209,  0.04204,  0.29567, -0.47852,  0.26685,  0.83643,  0.00,  0.31763,  0.94092, -0.11841,  1.00, -0.09906,  0.67676
3538, 802,  0.01889,  0.03573,  0.28799,  0.05829, -0.44751,  0.89258,  0.00,  0.4436,  0.8125,  0.37842,  1.00, -0.10217,  0.63037
3539, 801,  0.02091,  0.04128,  0.28727,  0.58789,  0.53955,  0.60254,  0.00,  0.27197,  0.56982, -0.77539,  1.00, -0.0824,  0.6377
3540, 799,  0.02276,  0.03262,  0.28766, -0.32373,  0.09216,  0.94189,  0.00,  0.44189,  0.89502,  0.06427,  1.00, -0.10144,  0.61084
3541, 801,  0.02091,  0.04128,  0.28727,  0.58789,  0.53955,  0.60254,  0.00,  0.27197,  0.56982, -0.77539,  1.00, -0.0824,  0.6377
3542, 802,  0.01889,  0.03573,  0.28799,  0.05829, -0.44751,  0.89258,  0.00,  0.4436,  0.8125,  0.37842,  1.00, -0.10217,  0.63037
3543, 800,  0.02795,  0.01888,  0.29488, -0.8374, -0.27563,  0.47217,  0.00,  0.16992,  0.68994,  0.70361,  1.00, -0.12201,  0.55176
3544, 799,  0.02276,  0.03262,  0.28766, -0.32373,  0.09216,  0.94189,  0.00,  0.44189,  0.89502,  0.06427,  1.00, -0.10144,  0.61084
3545, 803,  0.02071,  0.03019,  0.28389, -0.85498, -0.36523,  0.3689,  0.00,  0.20337,  0.41797,  0.88525,  1.00, -0.12756,  0.62207
3546, 802,  0.01889,  0.03573,  0.28799,  0.05829, -0.44751,  0.89258,  0.00,  0.4436,  0.8125,  0.37842,  1.00, -0.10217,  0.63037
3547, 803,  0.02071,  0.03019,  0.28389, -0.85498, -0.36523,  0.3689,  0.00,  0.20337,  0.41797,  0.88525,  1.00, -0.12756,  0.62207
3548, 799,  0.02276,  0.03262,  0.28766, -0.32373,  0.09216,  0.94189,  0.00,  0.44189,  0.89502,  0.06427,  1.00, -0.10144,  0.61084
3549, 798,  0.01209,  0.04204,  0.29567, -0.47852,  0.26685,  0.83643,  0.00,  0.31763,  0.94092, -0.11841,  1.00, -0.09906,  0.67676
3550, 804,  0.01579,  0.0351,  0.28645, -0.65625, -0.72119,  0.22144,  0.00,  0.10394,  0.20422,  0.97363,  1.00, -0.11774,  0.64111
3551, 802,  0.01889,  0.03573,  0.28799,  0.05829, -0.44751,  0.89258,  0.00,  0.4436,  0.8125,  0.37842,  1.00, -0.10217,  0.63037
3552, 803,  0.02071,  0.03019,  0.28389, -0.85498, -0.36523,  0.3689,  0.00,  0.20337,  0.41797,  0.88525,  1.00, -0.12756,  0.62207
3553, 802,  0.01889,  0.03573,  0.28799,  0.05829, -0.44751,  0.89258,  0.00,  0.4436,  0.8125,  0.37842,  1.00, -0.10217,  0.63037
3554, 804,  0.01579,  0.0351,  0.28645, -0.65625, -0.72119,  0.22144,  0.00,  0.10394,  0.20422,  0.97363,  1.00, -0.11774,  0.64111
3555, 805,  0.01449,  0.03864,  0.28164, -0.875,  0.15405, -0.45898,  0.00, -0.4729, -0.06769,  0.87842,  1.00, -0.13611,  0.65088
3556, 804,  0.01579,  0.0351,  0.28645, -0.65625, -0.72119,  0.22144,  0.00,  0.10394,  0.20422,  0.97363,  1.00, -0.11774,  0.64111
3557, 798,  0.01209,  0.04204,  0.29567, -0.47852,  0.26685,  0.83643,  0.00,  0.31763,  0.94092, -0.11841,  1.00, -0.09906,  0.67676
3558, 803,  0.02071,  0.03019,  0.28389, -0.85498, -0.36523,  0.3689,  0.00,  0.20337,  0.41797,  0.88525,  1.00, -0.12756,  0.62207
3559, 804,  0.01579,  0.0351,  0.28645, -0.65625, -0.72119,  0.22144,  0.00,  0.10394,  0.20422,  0.97363,  1.00, -0.11774,  0.64111
3560, 805,  0.01449,  0.03864,  0.28164, -0.875,  0.15405, -0.45898,  0.00, -0.4729, -0.06769,  0.87842,  1.00, -0.13611,  0.65088
3561, 806,  0.01799,  0.03423,  0.27708, -0.71094, -0.10687, -0.69482,  0.00, -0.69727, -0.02101,  0.7168,  1.00, -0.15344,  0.63721
3562, 803,  0.02071,  0.03019,  0.28389, -0.85498, -0.36523,  0.3689,  0.00,  0.20337,  0.41797,  0.88525,  1.00, -0.12756,  0.62207
3563, 805,  0.01449,  0.03864,  0.28164, -0.875,  0.15405, -0.45898,  0.00, -0.4729, -0.06769,  0.87842,  1.00, -0.13611,  0.65088
3564, 807,  0.02016,  0.02673,  0.28026, -0.81348, -0.55811, -0.16443,  0.00, -0.24158,  0.06696,  0.96826,  1.00, -0.14746,  0.61035
3565, 800,  0.02795,  0.01888,  0.29488, -0.8374, -0.27563,  0.47217,  0.00,  0.16992,  0.68994,  0.70361,  1.00, -0.12201,  0.55176
3566, 803,  0.02071,  0.03019,  0.28389, -0.85498, -0.36523,  0.3689,  0.00,  0.20337,  0.41797,  0.88525,  1.00, -0.12756,  0.62207
3567, 807,  0.02016,  0.02673,  0.28026, -0.81348, -0.55811, -0.16443,  0.00, -0.24158,  0.06696,  0.96826,  1.00, -0.14746,  0.61035
3568, 803,  0.02071,  0.03019,  0.28389, -0.85498, -0.36523,  0.3689,  0.00,  0.20337,  0.41797,  0.88525,  1.00, -0.12756,  0.62207
3569, 806,  0.01799,  0.03423,  0.27708, -0.71094, -0.10687, -0.69482,  0.00, -0.69727, -0.02101,  0.7168,  1.00, -0.15344,  0.63721
3570, 800,  0.02795,  0.01888,  0.29488, -0.8374, -0.27563,  0.47217,  0.00,  0.16992,  0.68994,  0.70361,  1.00, -0.12201,  0.55176
3571, 807,  0.02016,  0.02673,  0.28026, -0.81348, -0.55811, -0.16443,  0.00, -0.24158,  0.06696,  0.96826,  1.00, -0.14746,  0.61035
3572, 808,  0.02978,  0.01563,  0.29199, -0.61914, -0.75684, -0.20837,  0.00, -0.48682,  0.16199,  0.8584,  1.00, -0.13782,  0.54541
3573, 809,  0.02284,  0.02843,  0.27576, -0.20544, -0.42896, -0.87988,  0.00, -0.87207, -0.32764,  0.36328,  1.00, -0.16675,  0.61621
3574, 807,  0.02016,  0.02673,  0.28026, -0.81348, -0.55811, -0.16443,  0.00, -0.24158,  0.06696,  0.96826,  1.00, -0.14746,  0.61035
3575, 806,  0.01799,  0.03423,  0.27708, -0.71094, -0.10687, -0.69482,  0.00, -0.69727, -0.02101,  0.7168,  1.00, -0.15344,  0.63721
3576, 807,  0.02016,  0.02673,  0.28026, -0.81348, -0.55811, -0.16443,  0.00, -0.24158,  0.06696,  0.96826,  1.00, -0.14746,  0.61035
3577, 810,  0.03456,  0.01538,  0.28847, -0.04175, -0.72217, -0.69043,  0.00, -0.74365, -0.43896,  0.50391,  1.00, -0.15796,  0.54004
3578, 808,  0.02978,  0.01563,  0.29199, -0.61914, -0.75684, -0.20837,  0.00, -0.48682,  0.16199,  0.8584,  1.00, -0.13782,  0.54541
3579, 810,  0.03456,  0.01538,  0.28847, -0.04175, -0.72217, -0.69043,  0.00, -0.74365, -0.43896,  0.50391,  1.00, -0.15796,  0.54004
3580, 807,  0.02016,  0.02673,  0.28026, -0.81348, -0.55811, -0.16443,  0.00, -0.24158,  0.06696,  0.96826,  1.00, -0.14746,  0.61035
3581, 809,  0.02284,  0.02843,  0.27576, -0.20544, -0.42896, -0.87988,  0.00, -0.87207, -0.32764,  0.36328,  1.00, -0.16675,  0.61621
3582, 811,  0.03109,  0.02207,  0.25784, -0.39331, -0.68213, -0.61621,  0.00,  0.91797, -0.25635, -0.30225,  1.00, -0.78809,  0.4165
3583, 812,  0.04183,  0.02018,  0.26253,  0.51611, -0.37378, -0.77051,  0.00,  0.85547,  0.17749,  0.48682,  1.00, -0.74463,  0.43115
3584, 813,  0.03592,  0.0158,  0.2659, -0.37305, -0.84326, -0.38745,  0.00,  0.9126, -0.4082,  0.0094,  1.00, -0.76123,  0.45728
3585, 812,  0.04183,  0.02018,  0.26253,  0.51611, -0.37378, -0.77051,  0.00,  0.85547,  0.17749,  0.48682,  1.00, -0.74463,  0.43115
3586, 811,  0.03109,  0.02207,  0.25784, -0.39331, -0.68213, -0.61621,  0.00,  0.91797, -0.25635, -0.30225,  1.00, -0.78809,  0.4165
3587, 814,  0.03543,  0.0248,  0.25635,  0.37866, -0.32324, -0.86719,  0.00,  0.90967,  0.302,  0.28491,  1.00, -0.77002,  0.40649
3588, 811,  0.03109,  0.02207,  0.25784, -0.39331, -0.68213, -0.61621,  0.00,  0.91797, -0.25635, -0.30225,  1.00, -0.78809,  0.4165
3589, 815,  0.02873,  0.03174,  0.25288, -0.4209,  0.44067, -0.79297,  0.00, -0.17468,  0.81836,  0.54785,  1.00, -0.78125,  0.36377
3590, 814,  0.03543,  0.0248,  0.25635,  0.37866, -0.32324, -0.86719,  0.00,  0.90967,  0.302,  0.28491,  1.00, -0.77002,  0.40649
3591, 816,  0.0368,  0.02947,  0.25757,  0.67822,  0.46313, -0.5708,  0.00,  0.48291,  0.30469,  0.8208,  1.00, -0.75684,  0.39404
3592, 812,  0.04183,  0.02018,  0.26253,  0.51611, -0.37378, -0.77051,  0.00,  0.85547,  0.17749,  0.48682,  1.00, -0.74463,  0.43115
3593, 814,  0.03543,  0.0248,  0.25635,  0.37866, -0.32324, -0.86719,  0.00,  0.90967,  0.302,  0.28491,  1.00, -0.77002,  0.40649
3594, 814,  0.03543,  0.0248,  0.25635,  0.37866, -0.32324, -0.86719,  0.00,  0.90967,  0.302,  0.28491,  1.00, -0.77002,  0.40649
3595, 815,  0.02873,  0.03174,  0.25288, -0.4209,  0.44067, -0.79297,  0.00, -0.17468,  0.81836,  0.54785,  1.00, -0.78125,  0.36377
3596, 816,  0.0368,  0.02947,  0.25757,  0.67822,  0.46313, -0.5708,  0.00,  0.48291,  0.30469,  0.8208,  1.00, -0.75684,  0.39404
3597, 812,  0.04183,  0.02018,  0.26253,  0.51611, -0.37378, -0.77051,  0.00,  0.85547,  0.17749,  0.48682,  1.00, -0.74463,  0.43115
3598, 816,  0.0368,  0.02947,  0.25757,  0.67822,  0.46313, -0.5708,  0.00,  0.48291,  0.30469,  0.8208,  1.00, -0.75684,  0.39404
3599, 817,  0.04382,  0.0242,  0.2649,  0.78711,  0.41431, -0.45703,  0.00,  0.45435,  0.11176,  0.88379,  1.00, -0.729,  0.41992
3600, 816,  0.0368,  0.02947,  0.25757,  0.67822,  0.46313, -0.5708,  0.00,  0.48291,  0.30469,  0.8208,  1.00, -0.75684,  0.39404
3601, 818,  0.04034,  0.02876,  0.26993,  0.34009,  0.92627,  0.16382,  0.00,  0.19104, -0.23853,  0.95215,  1.00, -0.71191,  0.39722
3602, 817,  0.04382,  0.0242,  0.2649,  0.78711,  0.41431, -0.45703,  0.00,  0.45435,  0.11176,  0.88379,  1.00, -0.729,  0.41992
3603, 818,  0.04034,  0.02876,  0.26993,  0.34009,  0.92627,  0.16382,  0.00,  0.19104, -0.23853,  0.95215,  1.00, -0.71191,  0.39722
3604, 816,  0.0368,  0.02947,  0.25757,  0.67822,  0.46313, -0.5708,  0.00,  0.48291,  0.30469,  0.8208,  1.00, -0.75684,  0.39404
3605, 819,  0.03311,  0.03293,  0.26004,  0.13611,  0.99023,  0.02199,  0.00,  0.17419, -0.04578,  0.98389,  1.00, -0.75098,  0.37671
3606, 816,  0.0368,  0.02947,  0.25757,  0.67822,  0.46313, -0.5708,  0.00,  0.48291,  0.30469,  0.8208,  1.00, -0.75684,  0.39404
3607, 815,  0.02873,  0.03174,  0.25288, -0.4209,  0.44067, -0.79297,  0.00, -0.17468,  0.81836,  0.54785,  1.00, -0.78125,  0.36377
3608, 819,  0.03311,  0.03293,  0.26004,  0.13611,  0.99023,  0.02199,  0.00,  0.17419, -0.04578,  0.98389,  1.00, -0.75098,  0.37671
3609, 819,  0.03311,  0.03293,  0.26004,  0.13611,  0.99023,  0.02199,  0.00,  0.17419, -0.04578,  0.98389,  1.00, -0.75098,  0.37671
3610, 820,  0.03334,  0.02652,  0.2725, -0.63965,  0.51807,  0.56787,  0.00,  0.33179, -0.48047,  0.81201,  1.00, -0.7041,  0.36914
3611, 818,  0.04034,  0.02876,  0.26993,  0.34009,  0.92627,  0.16382,  0.00,  0.19104, -0.23853,  0.95215,  1.00, -0.71191,  0.39722
3612, 821,  0.02882,  0.03105,  0.26123, -0.72363,  0.63086,  0.28027,  0.00,  0.15466, -0.24744,  0.95654,  1.00, -0.74805,  0.36133
3613, 819,  0.03311,  0.03293,  0.26004,  0.13611,  0.99023,  0.02199,  0.00,  0.17419, -0.04578,  0.98389,  1.00, -0.75098,  0.37671
3614, 815,  0.02873,  0.03174,  0.25288, -0.4209,  0.44067, -0.79297,  0.00, -0.17468,  0.81836,  0.54785,  1.00, -0.78125,  0.36377
3615, 820,  0.03334,  0.02652,  0.2725, -0.63965,  0.51807,  0.56787,  0.00,  0.33179, -0.48047,  0.81201,  1.00, -0.7041,  0.36914
3616, 819,  0.03311,  0.03293,  0.26004,  0.13611,  0.99023,  0.02199,  0.00,  0.17419, -0.04578,  0.98389,  1.00, -0.75098,  0.37671
3617, 821,  0.02882,  0.03105,  0.26123, -0.72363,  0.63086,  0.28027,  0.00,  0.15466, -0.24744,  0.95654,  1.00, -0.74805,  0.36133
3618, 822,  0.02765,  0.0257,  0.2611, -0.98779, -0.15601, -0.01176,  0.00,  0.04602, -0.36133,  0.93115,  1.00, -0.74268,  0.34326
3619, 821,  0.02882,  0.03105,  0.26123, -0.72363,  0.63086,  0.28027,  0.00,  0.15466, -0.24744,  0.95654,  1.00, -0.74805,  0.36133
3620, 815,  0.02873,  0.03174,  0.25288, -0.4209,  0.44067, -0.79297,  0.00, -0.17468,  0.81836,  0.54785,  1.00, -0.78125,  0.36377
3621, 822,  0.02765,  0.0257,  0.2611, -0.98779, -0.15601, -0.01176,  0.00,  0.04602, -0.36133,  0.93115,  1.00, -0.74268,  0.34326
3622, 815,  0.02873,  0.03174,  0.25288, -0.4209,  0.44067, -0.79297,  0.00, -0.17468,  0.81836,  0.54785,  1.00, -0.78125,  0.36377
3623, 823,  0.03109,  0.02207,  0.25784, -0.39331, -0.68213, -0.61621,  0.00, -0.14026, -0.61816,  0.77344,  1.00, -0.74951,  0.32129
3624, 820,  0.03334,  0.02652,  0.2725, -0.63965,  0.51807,  0.56787,  0.00,  0.33179, -0.48047,  0.81201,  1.00, -0.7041,  0.36914
3625, 821,  0.02882,  0.03105,  0.26123, -0.72363,  0.63086,  0.28027,  0.00,  0.15466, -0.24744,  0.95654,  1.00, -0.74805,  0.36133
3626, 824,  0.02903,  0.02171,  0.26622, -0.92285, -0.33789,  0.18518,  0.00,  0.33594, -0.46997,  0.81641,  1.00, -0.71826,  0.3396
3627, 821,  0.02882,  0.03105,  0.26123, -0.72363,  0.63086,  0.28027,  0.00,  0.15466, -0.24744,  0.95654,  1.00, -0.74805,  0.36133
3628, 822,  0.02765,  0.0257,  0.2611, -0.98779, -0.15601, -0.01176,  0.00,  0.04602, -0.36133,  0.93115,  1.00, -0.74268,  0.34326
3629, 824,  0.02903,  0.02171,  0.26622, -0.92285, -0.33789,  0.18518,  0.00,  0.33594, -0.46997,  0.81641,  1.00, -0.71826,  0.3396
3630, 824,  0.02903,  0.02171,  0.26622, -0.92285, -0.33789,  0.18518,  0.00,  0.33594, -0.46997,  0.81641,  1.00, -0.71826,  0.3396
3631, 822,  0.02765,  0.0257,  0.2611, -0.98779, -0.15601, -0.01176,  0.00,  0.04602, -0.36133,  0.93115,  1.00, -0.74268,  0.34326
3632, 823,  0.03109,  0.02207,  0.25784, -0.39331, -0.68213, -0.61621,  0.00, -0.14026, -0.61816,  0.77344,  1.00, -0.74951,  0.32129
