VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, TEXCOORD0.x, TEXCOORD0.y
0, 0,  0.0402, -1.57095E-17,  0.12606, -0.97949,  0.00, -0.20056,  0.00,  0.1098,  0.83691, -0.53613,  1.00, -0.06058,  0.81738
1, 1,  0.0366,  0.00826,  0.11128, -0.87842, -0.4751, -0.05173,  0.00, -0.37085,  0.74609, -0.55322,  1.00, -0.03168,  0.83252
2, 2,  0.04098, -1.57095E-17,  0.09055, -1.00,  0.00, -0.02199,  0.00,  0.01275,  0.81445, -0.58008,  1.00, -0.0253,  0.87744
3, 0,  0.0402, -1.57095E-17,  0.12606, -0.97949,  0.00, -0.20056,  0.00,  0.1098,  0.83691, -0.53613,  1.00, -0.06058,  0.81738
4, 3,  0.03006,  0.01424,  0.12753, -0.78369, -0.52295, -0.33545,  0.00, -0.30981,  0.79688, -0.51807,  1.00, -0.03354,  0.79492
5, 1,  0.0366,  0.00826,  0.11128, -0.87842, -0.4751, -0.05173,  0.00, -0.37085,  0.74609, -0.55322,  1.00, -0.03168,  0.83252
6, 0,  0.0402, -1.57095E-17,  0.12606, -0.97949,  0.00, -0.20056,  0.00,  0.1098,  0.83691, -0.53613,  1.00, -0.06058,  0.81738
7, 4,  0.01819,  0.02052,  0.14143, -0.74121, -0.63623, -0.21484,  0.00, -0.41309,  0.68408, -0.60107,  1.00, -0.02986,  0.75488
8, 3,  0.03006,  0.01424,  0.12753, -0.78369, -0.52295, -0.33545,  0.00, -0.30981,  0.79688, -0.51807,  1.00, -0.03354,  0.79492
9, 4,  0.01819,  0.02052,  0.14143, -0.74121, -0.63623, -0.21484,  0.00, -0.41309,  0.68408, -0.60107,  1.00, -0.02986,  0.75488
10, 0,  0.0402, -1.57095E-17,  0.12606, -0.97949,  0.00, -0.20056,  0.00,  0.1098,  0.83691, -0.53613,  1.00, -0.06058,  0.81738
11, 5,  0.02788, -1.57095E-17,  0.1758, -0.9585,  0.00, -0.28467,  0.00,  0.16309,  0.81934, -0.54932,  1.00, -0.11395,  0.72656
12, 5,  0.02788, -1.57095E-17,  0.1758, -0.9585,  0.00, -0.28467,  0.00,  0.16309,  0.81934, -0.54932,  1.00, -0.11395,  0.72656
13, 6,  0.00654,  0.0282,  0.16054, -0.68506, -0.67139, -0.28247,  0.00, -0.41211,  0.67725, -0.60986,  1.00, -0.03403,  0.70605
14, 4,  0.01819,  0.02052,  0.14143, -0.74121, -0.63623, -0.21484,  0.00, -0.41309,  0.68408, -0.60107,  1.00, -0.02986,  0.75488
15, 6,  0.00654,  0.0282,  0.16054, -0.68506, -0.67139, -0.28247,  0.00, -0.41211,  0.67725, -0.60986,  1.00, -0.03403,  0.70605
16, 5,  0.02788, -1.57095E-17,  0.1758, -0.9585,  0.00, -0.28467,  0.00,  0.16309,  0.81934, -0.54932,  1.00, -0.11395,  0.72656
17, 7, -0.004,  0.03355,  0.16967, -0.64697, -0.67822, -0.34863,  0.00, -0.39697,  0.68994, -0.60547,  1.00, -0.02702,  0.67627
18, 8,  0.04688,  0.00948,  0.21762,  0.93604,  0.18127,  0.30225,  0.00,  0.32153, -0.08887, -0.94287,  1.00, -0.17725,  0.03311
19, 9,  0.02099, -1.57095E-17,  0.23939,  0.67725,  0.00,  0.73584,  0.00,  0.73584,  0.0028, -0.67725,  1.00, -0.26294,  0.00766
20, 10,  0.04461, -1.57095E-17,  0.21635,  0.90186,  0.00,  0.43188,  0.00,  0.43188,  0.00, -0.90186,  1.00, -0.17834,  0.00766
21, 9,  0.02099, -1.57095E-17,  0.23939,  0.67725,  0.00,  0.73584,  0.00,  0.73584,  0.0028, -0.67725,  1.00, -0.26294,  0.00766
22, 8,  0.04688,  0.00948,  0.21762,  0.93604,  0.18127,  0.30225,  0.00,  0.32153, -0.08887, -0.94287,  1.00, -0.17725,  0.03311
23, 11,  0.01958,  0.00942,  0.24587,  0.50732, -0.06842,  0.85889,  0.00,  0.86035, -0.01285, -0.50928,  1.00, -0.27637,  0.03345
24, 11,  0.01958,  0.00942,  0.24587,  0.50732, -0.06842,  0.85889,  0.00,  0.86035, -0.01285, -0.50928,  1.00, -0.27637,  0.03345
25, 8,  0.04688,  0.00948,  0.21762,  0.93604,  0.18127,  0.30225,  0.00,  0.32153, -0.08887, -0.94287,  1.00, -0.17725,  0.03311
26, 12,  0.042,  0.01535,  0.22322,  0.89404,  0.24707,  0.37354,  0.00,  0.40479, -0.08881, -0.91016,  1.00, -0.19617,  0.04785
27, 12,  0.042,  0.01535,  0.22322,  0.89404,  0.24707,  0.37354,  0.00,  0.40479, -0.08881, -0.91016,  1.00, -0.19617,  0.04785
28, 13,  0.03937,  0.0224,  0.22597,  0.80176,  0.50293,  0.32324,  0.00,  0.47485, -0.20728, -0.85547,  1.00, -0.20581,  0.06555
29, 11,  0.01958,  0.00942,  0.24587,  0.50732, -0.06842,  0.85889,  0.00,  0.86035, -0.01285, -0.50928,  1.00, -0.27637,  0.03345
30, 11,  0.01958,  0.00942,  0.24587,  0.50732, -0.06842,  0.85889,  0.00,  0.86035, -0.01285, -0.50928,  1.00, -0.27637,  0.03345
31, 14,  0.00924, -1.57095E-17,  0.24812,  0.90771,  0.00,  0.41943,  0.00,  0.41943, -0.00859, -0.90771,  1.00, -0.30249,  0.00766
32, 9,  0.02099, -1.57095E-17,  0.23939,  0.67725,  0.00,  0.73584,  0.00,  0.73584,  0.0028, -0.67725,  1.00, -0.26294,  0.00766
33, 11,  0.01958,  0.00942,  0.24587,  0.50732, -0.06842,  0.85889,  0.00,  0.86035, -0.01285, -0.50928,  1.00, -0.27637,  0.03345
34, 13,  0.03937,  0.0224,  0.22597,  0.80176,  0.50293,  0.32324,  0.00,  0.47485, -0.20728, -0.85547,  1.00, -0.20581,  0.06555
35, 15,  0.02862,  0.02358,  0.23154,  0.74219,  0.21008,  0.63623,  0.00,  0.64746,  0.02119, -0.76221,  1.00, -0.23584,  0.07068
36, 13,  0.03937,  0.0224,  0.22597,  0.80176,  0.50293,  0.32324,  0.00,  0.47485, -0.20728, -0.85547,  1.00, -0.20581,  0.06555
37, 16,  0.03313,  0.02712,  0.22898,  0.52148,  0.69238,  0.49878,  0.00,  0.76758, -0.12463, -0.62891,  1.00, -0.22217,  0.07867
38, 15,  0.02862,  0.02358,  0.23154,  0.74219,  0.21008,  0.63623,  0.00,  0.64746,  0.02119, -0.76221,  1.00, -0.23584,  0.07068
39, 17,  0.02907,  0.02787,  0.23377,  0.89404,  0.42139,  0.15137,  0.00,  0.28809, -0.28271, -0.91504,  1.00, -0.24109,  0.08173
40, 11,  0.01958,  0.00942,  0.24587,  0.50732, -0.06842,  0.85889,  0.00,  0.86035, -0.01285, -0.50928,  1.00, -0.27637,  0.03345
41, 15,  0.02862,  0.02358,  0.23154,  0.74219,  0.21008,  0.63623,  0.00,  0.64746,  0.02119, -0.76221,  1.00, -0.23584,  0.07068
42, 11,  0.01958,  0.00942,  0.24587,  0.50732, -0.06842,  0.85889,  0.00,  0.86035, -0.01285, -0.50928,  1.00, -0.27637,  0.03345
43, 17,  0.02907,  0.02787,  0.23377,  0.89404,  0.42139,  0.15137,  0.00,  0.28809, -0.28271, -0.91504,  1.00, -0.24109,  0.08173
44, 18,  0.02482,  0.03083,  0.23555,  0.60596,  0.68994,  0.39648,  0.00,  0.70313, -0.23132, -0.67236,  1.00, -0.25269,  0.08881
45, 19,  0.01055,  0.02509,  0.24641,  0.85205,  0.28833,  0.43652,  0.00,  0.45801, -0.00825, -0.88867,  1.00, -0.2981,  0.07349
46, 11,  0.01958,  0.00942,  0.24587,  0.50732, -0.06842,  0.85889,  0.00,  0.86035, -0.01285, -0.50928,  1.00, -0.27637,  0.03345
47, 18,  0.02482,  0.03083,  0.23555,  0.60596,  0.68994,  0.39648,  0.00,  0.70313, -0.23132, -0.67236,  1.00, -0.25269,  0.08881
48, 19,  0.01055,  0.02509,  0.24641,  0.85205,  0.28833,  0.43652,  0.00,  0.45801, -0.00825, -0.88867,  1.00, -0.2981,  0.07349
49, 14,  0.00924, -1.57095E-17,  0.24812,  0.90771,  0.00,  0.41943,  0.00,  0.41943, -0.00859, -0.90771,  1.00, -0.30249,  0.00766
50, 11,  0.01958,  0.00942,  0.24587,  0.50732, -0.06842,  0.85889,  0.00,  0.86035, -0.01285, -0.50928,  1.00, -0.27637,  0.03345
51, 18,  0.02482,  0.03083,  0.23555,  0.60596,  0.68994,  0.39648,  0.00,  0.70313, -0.23132, -0.67236,  1.00, -0.25269,  0.08881
52, 20,  0.00793,  0.0322,  0.24592,  0.4104,  0.84277,  0.34839,  0.00,  0.52441,  0.09454, -0.84619,  1.00, -0.2998,  0.09216
53, 19,  0.01055,  0.02509,  0.24641,  0.85205,  0.28833,  0.43652,  0.00,  0.45801, -0.00825, -0.88867,  1.00, -0.2981,  0.07349
54, 21,  0.00968,  0.02933,  0.25788,  0.5752,  0.81787, -0.01373,  0.00, -0.14917,  0.08832, -0.98486,  1.00, -0.32593,  0.08392
55, 19,  0.01055,  0.02509,  0.24641,  0.85205,  0.28833,  0.43652,  0.00,  0.45801, -0.00825, -0.88867,  1.00, -0.2981,  0.07349
56, 20,  0.00793,  0.0322,  0.24592,  0.4104,  0.84277,  0.34839,  0.00,  0.52441,  0.09454, -0.84619,  1.00, -0.2998,  0.09216
57, 19,  0.01055,  0.02509,  0.24641,  0.85205,  0.28833,  0.43652,  0.00,  0.45801, -0.00825, -0.88867,  1.00, -0.2981,  0.07349
58, 22,  0.01664,  0.01912,  0.2627,  0.9165,  0.17334, -0.36011,  0.00, -0.37598,  0.06738, -0.92432,  1.00, -0.34448,  0.05838
59, 14,  0.00924, -1.57095E-17,  0.24812,  0.90771,  0.00,  0.41943,  0.00,  0.41943, -0.00859, -0.90771,  1.00, -0.30249,  0.00766
60, 19,  0.01055,  0.02509,  0.24641,  0.85205,  0.28833,  0.43652,  0.00,  0.45801, -0.00825, -0.88867,  1.00, -0.2981,  0.07349
61, 21,  0.00968,  0.02933,  0.25788,  0.5752,  0.81787, -0.01373,  0.00, -0.14917,  0.08832, -0.98486,  1.00, -0.32593,  0.08392
62, 22,  0.01664,  0.01912,  0.2627,  0.9165,  0.17334, -0.36011,  0.00, -0.37598,  0.06738, -0.92432,  1.00, -0.34448,  0.05838
63, 14,  0.00924, -1.57095E-17,  0.24812,  0.90771,  0.00,  0.41943,  0.00,  0.41943, -0.00859, -0.90771,  1.00, -0.30249,  0.00766
64, 22,  0.01664,  0.01912,  0.2627,  0.9165,  0.17334, -0.36011,  0.00, -0.37598,  0.06738, -0.92432,  1.00, -0.34448,  0.05838
65, 23,  0.01091, -1.57095E-17,  0.26237,  0.93799,  0.00, -0.34668,  0.00, -0.34668,  0.00, -0.93799,  1.00, -0.33936,  0.00766
66, 21,  0.00968,  0.02933,  0.25788,  0.5752,  0.81787, -0.01373,  0.00, -0.14917,  0.08832, -0.98486,  1.00, -0.32593,  0.08392
67, 24,  0.01529,  0.02846,  0.27462,  0.34448,  0.91797, -0.19641,  0.00, -0.70264,  0.11328, -0.70264,  1.00, -0.3606,  0.08752
68, 22,  0.01664,  0.01912,  0.2627,  0.9165,  0.17334, -0.36011,  0.00, -0.37598,  0.06738, -0.92432,  1.00, -0.34448,  0.05838
69, 22,  0.01664,  0.01912,  0.2627,  0.9165,  0.17334, -0.36011,  0.00, -0.37598,  0.06738, -0.92432,  1.00, -0.34448,  0.05838
70, 25,  0.01889, -1.57095E-17,  0.27338,  0.43872,  0.00, -0.89893,  0.00, -0.89844,  0.02477, -0.43848,  1.00, -0.37329,  0.00766
71, 23,  0.01091, -1.57095E-17,  0.26237,  0.93799,  0.00, -0.34668,  0.00, -0.34668,  0.00, -0.93799,  1.00, -0.33936,  0.00766
72, 22,  0.01664,  0.01912,  0.2627,  0.9165,  0.17334, -0.36011,  0.00, -0.37598,  0.06738, -0.92432,  1.00, -0.34448,  0.05838
73, 24,  0.01529,  0.02846,  0.27462,  0.34448,  0.91797, -0.19641,  0.00, -0.70264,  0.11328, -0.70264,  1.00, -0.3606,  0.08752
74, 26,  0.02094,  0.01532,  0.26856,  0.72998,  0.1156, -0.67334,  0.00, -0.68311,  0.14917, -0.71484,  1.00, -0.36572,  0.05042
75, 22,  0.01664,  0.01912,  0.2627,  0.9165,  0.17334, -0.36011,  0.00, -0.37598,  0.06738, -0.92432,  1.00, -0.34448,  0.05838
76, 26,  0.02094,  0.01532,  0.26856,  0.72998,  0.1156, -0.67334,  0.00, -0.68311,  0.14917, -0.71484,  1.00, -0.36572,  0.05042
77, 25,  0.01889, -1.57095E-17,  0.27338,  0.43872,  0.00, -0.89893,  0.00, -0.89844,  0.02477, -0.43848,  1.00, -0.37329,  0.00766
78, 26,  0.02094,  0.01532,  0.26856,  0.72998,  0.1156, -0.67334,  0.00, -0.68311,  0.14917, -0.71484,  1.00, -0.36572,  0.05042
79, 24,  0.01529,  0.02846,  0.27462,  0.34448,  0.91797, -0.19641,  0.00, -0.70264,  0.11328, -0.70264,  1.00, -0.3606,  0.08752
80, 27,  0.02714,  0.01179,  0.2726,  0.03384,  0.13269, -0.99072,  0.00, -0.99902, -0.01836, -0.03659,  1.00, -0.38892,  0.04385
81, 25,  0.01889, -1.57095E-17,  0.27338,  0.43872,  0.00, -0.89893,  0.00, -0.89844,  0.02477, -0.43848,  1.00, -0.37329,  0.00766
82, 26,  0.02094,  0.01532,  0.26856,  0.72998,  0.1156, -0.67334,  0.00, -0.68311,  0.14917, -0.71484,  1.00, -0.36572,  0.05042
83, 27,  0.02714,  0.01179,  0.2726,  0.03384,  0.13269, -0.99072,  0.00, -0.99902, -0.01836, -0.03659,  1.00, -0.38892,  0.04385
84, 27,  0.02714,  0.01179,  0.2726,  0.03384,  0.13269, -0.99072,  0.00, -0.99902, -0.01836, -0.03659,  1.00, -0.38892,  0.04385
85, 24,  0.01529,  0.02846,  0.27462,  0.34448,  0.91797, -0.19641,  0.00, -0.70264,  0.11328, -0.70264,  1.00, -0.3606,  0.08752
86, 28,  0.02831,  0.02427,  0.28353, -0.11823,  0.86768, -0.48267,  0.00, -0.98682, -0.15723, -0.04092,  1.00, -0.39722,  0.09082
87, 28,  0.02831,  0.02427,  0.28353, -0.11823,  0.86768, -0.48267,  0.00, -0.98682, -0.15723, -0.04092,  1.00, -0.39722,  0.09082
88, 24,  0.01529,  0.02846,  0.27462,  0.34448,  0.91797, -0.19641,  0.00, -0.70264,  0.11328, -0.70264,  1.00, -0.3606,  0.08752
89, 29,  0.02383,  0.03189,  0.29328, -0.09424,  0.98877,  0.11792,  0.00, -0.95215, -0.0549, -0.30054,  1.00, -0.39063,  0.12488
90, 28,  0.02831,  0.02427,  0.28353, -0.11823,  0.86768, -0.48267,  0.00, -0.98682, -0.15723, -0.04092,  1.00, -0.39722,  0.09082
91, 29,  0.02383,  0.03189,  0.29328, -0.09424,  0.98877,  0.11792,  0.00, -0.95215, -0.0549, -0.30054,  1.00, -0.39063,  0.12488
92, 30,  0.03112,  0.03126,  0.29269,  0.25879,  0.95752,  0.12634,  0.00, -0.96533,  0.25122,  0.07269,  1.00, -0.40771,  0.12079
93, 28,  0.02831,  0.02427,  0.28353, -0.11823,  0.86768, -0.48267,  0.00, -0.98682, -0.15723, -0.04092,  1.00, -0.39722,  0.09082
94, 30,  0.03112,  0.03126,  0.29269,  0.25879,  0.95752,  0.12634,  0.00, -0.96533,  0.25122,  0.07269,  1.00, -0.40771,  0.12079
95, 31,  0.03598,  0.03,  0.28818,  0.13745,  0.98633,  0.09058,  0.00, -0.9248,  0.09509,  0.36841,  1.00, -0.41943,  0.10992
96, 32,  0.03541,  0.03,  0.27971, -0.22815,  0.97314, -0.02559,  0.00, -0.9082, -0.20337,  0.36548,  1.00, -0.42212,  0.08984
97, 28,  0.02831,  0.02427,  0.28353, -0.11823,  0.86768, -0.48267,  0.00, -0.98682, -0.15723, -0.04092,  1.00, -0.39722,  0.09082
98, 31,  0.03598,  0.03,  0.28818,  0.13745,  0.98633,  0.09058,  0.00, -0.9248,  0.09509,  0.36841,  1.00, -0.41943,  0.10992
99, 32,  0.03541,  0.03,  0.27971, -0.22815,  0.97314, -0.02559,  0.00, -0.9082, -0.20337,  0.36548,  1.00, -0.42212,  0.08984
100, 33,  0.03291,  0.02662,  0.27154, -0.66406,  0.54053, -0.5166,  0.00, -0.74609, -0.43555,  0.50342,  1.00, -0.41284,  0.0708
101, 28,  0.02831,  0.02427,  0.28353, -0.11823,  0.86768, -0.48267,  0.00, -0.98682, -0.15723, -0.04092,  1.00, -0.39722,  0.09082
102, 33,  0.03291,  0.02662,  0.27154, -0.66406,  0.54053, -0.5166,  0.00, -0.74609, -0.43555,  0.50342,  1.00, -0.41284,  0.0708
103, 27,  0.02714,  0.01179,  0.2726,  0.03384,  0.13269, -0.99072,  0.00, -0.99902, -0.01836, -0.03659,  1.00, -0.38892,  0.04385
104, 28,  0.02831,  0.02427,  0.28353, -0.11823,  0.86768, -0.48267,  0.00, -0.98682, -0.15723, -0.04092,  1.00, -0.39722,  0.09082
105, 27,  0.02714,  0.01179,  0.2726,  0.03384,  0.13269, -0.99072,  0.00, -0.99902, -0.01836, -0.03659,  1.00, -0.38892,  0.04385
106, 34,  0.04122,  0.01265,  0.26989, -0.53271, -0.24463, -0.81006,  0.00, -0.83154, -0.02611,  0.55469,  1.00, -0.42383,  0.04147
107, 25,  0.01889, -1.57095E-17,  0.27338,  0.43872,  0.00, -0.89893,  0.00, -0.89844,  0.02477, -0.43848,  1.00, -0.37329,  0.00766
108, 33,  0.03291,  0.02662,  0.27154, -0.66406,  0.54053, -0.5166,  0.00, -0.74609, -0.43555,  0.50342,  1.00, -0.41284,  0.0708
109, 34,  0.04122,  0.01265,  0.26989, -0.53271, -0.24463, -0.81006,  0.00, -0.83154, -0.02611,  0.55469,  1.00, -0.42383,  0.04147
110, 27,  0.02714,  0.01179,  0.2726,  0.03384,  0.13269, -0.99072,  0.00, -0.99902, -0.01836, -0.03659,  1.00, -0.38892,  0.04385
111, 35,  0.03891,  0.01864,  0.26148, -0.56445, -0.21277, -0.79736,  0.00, -0.8252,  0.1134,  0.55371,  1.00, -0.43604,  0.06348
112, 34,  0.04122,  0.01265,  0.26989, -0.53271, -0.24463, -0.81006,  0.00, -0.83154, -0.02611,  0.55469,  1.00, -0.42383,  0.04147
113, 33,  0.03291,  0.02662,  0.27154, -0.66406,  0.54053, -0.5166,  0.00, -0.74609, -0.43555,  0.50342,  1.00, -0.41284,  0.0708
114, 35,  0.03891,  0.01864,  0.26148, -0.56445, -0.21277, -0.79736,  0.00, -0.8252,  0.1134,  0.55371,  1.00, -0.43604,  0.06348
115, 36,  0.0491,  0.01686,  0.26171, -0.0174,  0.55176, -0.83398,  0.00, -0.83057,  0.45654,  0.31934,  1.00, -0.45386,  0.05051
116, 34,  0.04122,  0.01265,  0.26989, -0.53271, -0.24463, -0.81006,  0.00, -0.83154, -0.02611,  0.55469,  1.00, -0.42383,  0.04147
117, 36,  0.0491,  0.01686,  0.26171, -0.0174,  0.55176, -0.83398,  0.00, -0.83057,  0.45654,  0.31934,  1.00, -0.45386,  0.05051
118, 37,  0.04773,  0.01453,  0.25923, -0.46729,  0.21887, -0.85645,  0.00, -0.87939, -0.01403,  0.47607,  1.00, -0.45264,  0.04187
119, 34,  0.04122,  0.01265,  0.26989, -0.53271, -0.24463, -0.81006,  0.00, -0.83154, -0.02611,  0.55469,  1.00, -0.42383,  0.04147
120, 25,  0.01889, -1.57095E-17,  0.27338,  0.43872,  0.00, -0.89893,  0.00, -0.89844,  0.02477, -0.43848,  1.00, -0.37329,  0.00766
121, 34,  0.04122,  0.01265,  0.26989, -0.53271, -0.24463, -0.81006,  0.00, -0.83154, -0.02611,  0.55469,  1.00, -0.42383,  0.04147
122, 38,  0.04626, -1.57095E-17,  0.26831, -0.53711,  0.00, -0.84326,  0.00, -0.84326, -0.01779,  0.53711,  1.00, -0.43018,  0.00766
123, 34,  0.04122,  0.01265,  0.26989, -0.53271, -0.24463, -0.81006,  0.00, -0.83154, -0.02611,  0.55469,  1.00, -0.42383,  0.04147
124, 37,  0.04773,  0.01453,  0.25923, -0.46729,  0.21887, -0.85645,  0.00, -0.87939, -0.01403,  0.47607,  1.00, -0.45264,  0.04187
125, 38,  0.04626, -1.57095E-17,  0.26831, -0.53711,  0.00, -0.84326,  0.00, -0.84326, -0.01779,  0.53711,  1.00, -0.43018,  0.00766
126, 38,  0.04626, -1.57095E-17,  0.26831, -0.53711,  0.00, -0.84326,  0.00, -0.84326, -0.01779,  0.53711,  1.00, -0.43018,  0.00766
127, 37,  0.04773,  0.01453,  0.25923, -0.46729,  0.21887, -0.85645,  0.00, -0.87939, -0.01403,  0.47607,  1.00, -0.45264,  0.04187
128, 39,  0.05546,  0.01271,  0.2591,  0.59668,  0.3667, -0.71338,  0.00, -0.78662,  0.4436, -0.42993,  1.00, -0.47119,  0.03937
129, 38,  0.04626, -1.57095E-17,  0.26831, -0.53711,  0.00, -0.84326,  0.00, -0.84326, -0.01779,  0.53711,  1.00, -0.43018,  0.00766
130, 39,  0.05546,  0.01271,  0.2591,  0.59668,  0.3667, -0.71338,  0.00, -0.78662,  0.4436, -0.42993,  1.00, -0.47119,  0.03937
131, 40,  0.05561,  0.00339,  0.25549, -0.09821,  0.02324, -0.99512,  0.00, -0.99316,  0.05804,  0.09943,  1.00, -0.47314,  0.01718
132, 40,  0.05561,  0.00339,  0.25549, -0.09821,  0.02324, -0.99512,  0.00, -0.99316,  0.05804,  0.09943,  1.00, -0.47314,  0.01718
133, 41,  0.05577, -1.57095E-17,  0.2587, -0.54297,  0.00, -0.83984,  0.00, -0.83984,  0.00,  0.54297,  1.00, -0.46606,  0.00766
134, 38,  0.04626, -1.57095E-17,  0.26831, -0.53711,  0.00, -0.84326,  0.00, -0.84326, -0.01779,  0.53711,  1.00, -0.43018,  0.00766
135, 42,  0.06343,  0.01084,  0.46158, -0.39673,  0.9126,  0.09906,  0.00, -0.91113, -0.40454,  0.07764,  1.00, -0.58105,  0.78125
136, 43,  0.05771,  0.00928,  0.44439, -0.7041,  0.66846,  0.23962,  0.00, -0.69336, -0.72021, -0.02902,  1.00, -0.57227,  0.74805
137, 44,  0.06136,  0.00845,  0.46187, -0.74658,  0.65576,  0.11353,  0.00, -0.65869, -0.75244,  0.01505,  1.00, -0.5752,  0.78174
138, 43,  0.05771,  0.00928,  0.44439, -0.7041,  0.66846,  0.23962,  0.00, -0.69336, -0.72021, -0.02902,  1.00, -0.57227,  0.74805
139, 42,  0.06343,  0.01084,  0.46158, -0.39673,  0.9126,  0.09906,  0.00, -0.91113, -0.40454,  0.07764,  1.00, -0.58105,  0.78125
140, 45,  0.0599,  0.0119,  0.44352, -0.40063,  0.89746,  0.1853,  0.00, -0.90918, -0.41455,  0.04187,  1.00, -0.57861,  0.74609
141, 45,  0.0599,  0.0119,  0.44352, -0.40063,  0.89746,  0.1853,  0.00, -0.90918, -0.41455,  0.04187,  1.00, -0.57861,  0.74609
142, 46,  0.05175,  0.01209,  0.42533, -0.49512,  0.83398,  0.24329,  0.00, -0.86377, -0.50244, -0.0369,  1.00, -0.56543,  0.70996
143, 43,  0.05771,  0.00928,  0.44439, -0.7041,  0.66846,  0.23962,  0.00, -0.69336, -0.72021, -0.02902,  1.00, -0.57227,  0.74805
144, 47,  0.07227,  0.01081,  0.46501,  0.06696,  0.99561,  0.0661,  0.00, -0.98975,  0.05786,  0.13074,  1.00, -0.59717,  0.79004
145, 45,  0.0599,  0.0119,  0.44352, -0.40063,  0.89746,  0.1853,  0.00, -0.90918, -0.41455,  0.04187,  1.00, -0.57861,  0.74609
146, 42,  0.06343,  0.01084,  0.46158, -0.39673,  0.9126,  0.09906,  0.00, -0.91113, -0.40454,  0.07764,  1.00, -0.58105,  0.78125
147, 46,  0.05175,  0.01209,  0.42533, -0.49512,  0.83398,  0.24329,  0.00, -0.86377, -0.50244, -0.0369,  1.00, -0.56543,  0.70996
148, 45,  0.0599,  0.0119,  0.44352, -0.40063,  0.89746,  0.1853,  0.00, -0.90918, -0.41455,  0.04187,  1.00, -0.57861,  0.74609
149, 48,  0.05407,  0.0139,  0.42366, -0.33179,  0.91113,  0.24475,  0.00, -0.93896, -0.34399,  0.00687,  1.00, -0.57129,  0.70654
150, 48,  0.05407,  0.0139,  0.42366, -0.33179,  0.91113,  0.24475,  0.00, -0.93896, -0.34399,  0.00687,  1.00, -0.57129,  0.70654
151, 49,  0.03854,  0.01384,  0.39463, -0.65234,  0.72998,  0.20398,  0.00, -0.75439, -0.65088, -0.08466,  1.00, -0.54004,  0.64746
152, 46,  0.05175,  0.01209,  0.42533, -0.49512,  0.83398,  0.24329,  0.00, -0.86377, -0.50244, -0.0369,  1.00, -0.56543,  0.70996
153, 45,  0.0599,  0.0119,  0.44352, -0.40063,  0.89746,  0.1853,  0.00, -0.90918, -0.41455,  0.04187,  1.00, -0.57861,  0.74609
154, 47,  0.07227,  0.01081,  0.46501,  0.06696,  0.99561,  0.0661,  0.00, -0.98975,  0.05786,  0.13074,  1.00, -0.59717,  0.79004
155, 50,  0.06827,  0.01353,  0.43423,  0.02661,  0.9917,  0.125,  0.00, -0.99268,  0.01168,  0.11865,  1.00, -0.59717,  0.72998
156, 48,  0.05407,  0.0139,  0.42366, -0.33179,  0.91113,  0.24475,  0.00, -0.93896, -0.34399,  0.00687,  1.00, -0.57129,  0.70654
157, 45,  0.0599,  0.0119,  0.44352, -0.40063,  0.89746,  0.1853,  0.00, -0.90918, -0.41455,  0.04187,  1.00, -0.57861,  0.74609
158, 50,  0.06827,  0.01353,  0.43423,  0.02661,  0.9917,  0.125,  0.00, -0.99268,  0.01168,  0.11865,  1.00, -0.59717,  0.72998
159, 51,  0.08264,  0.00888,  0.46906,  0.42456,  0.90332,  0.0647,  0.00, -0.89746,  0.4104,  0.16138,  1.00, -0.61621,  0.80078
160, 50,  0.06827,  0.01353,  0.43423,  0.02661,  0.9917,  0.125,  0.00, -0.99268,  0.01168,  0.11865,  1.00, -0.59717,  0.72998
161, 47,  0.07227,  0.01081,  0.46501,  0.06696,  0.99561,  0.0661,  0.00, -0.98975,  0.05786,  0.13074,  1.00, -0.59717,  0.79004
162, 50,  0.06827,  0.01353,  0.43423,  0.02661,  0.9917,  0.125,  0.00, -0.99268,  0.01168,  0.11865,  1.00, -0.59717,  0.72998
163, 51,  0.08264,  0.00888,  0.46906,  0.42456,  0.90332,  0.0647,  0.00, -0.89746,  0.4104,  0.16138,  1.00, -0.61621,  0.80078
164, 52,  0.08023,  0.01298,  0.42579,  0.3562,  0.92676,  0.11896,  0.00, -0.92627,  0.3335,  0.17456,  1.00, -0.62256,  0.71631
165, 50,  0.06827,  0.01353,  0.43423,  0.02661,  0.9917,  0.125,  0.00, -0.99268,  0.01168,  0.11865,  1.00, -0.59717,  0.72998
166, 53,  0.05746,  0.01939,  0.40592, -0.06812,  0.96533,  0.25146,  0.00, -0.99414, -0.08636,  0.06229,  1.00, -0.58154,  0.66992
167, 48,  0.05407,  0.0139,  0.42366, -0.33179,  0.91113,  0.24475,  0.00, -0.93896, -0.34399,  0.00687,  1.00, -0.57129,  0.70654
168, 52,  0.08023,  0.01298,  0.42579,  0.3562,  0.92676,  0.11896,  0.00, -0.92627,  0.3335,  0.17456,  1.00, -0.62256,  0.71631
169, 53,  0.05746,  0.01939,  0.40592, -0.06812,  0.96533,  0.25146,  0.00, -0.99414, -0.08636,  0.06229,  1.00, -0.58154,  0.66992
